P,42,1,60,30000
P,76,1,108,30001
P,157,1,46,30002
P,145,1,65,30003
P,213,1,118,30004
P,145,1,39,30005
P,134,1,41,30006
P,247,1,11,30007
P,55,1,158,30008
P,189,1,36,30009
P,146,1,104,30010
P,192,1,68,30011
P,142,1,35,30012
P,172,1,152,30013
P,94,1,148,30014
P,115,1,48,30015
P,136,1,154,30016
P,245,1,18,30017
P,64,1,94,30018
P,10,1,44,30019
P,234,1,56,30020
P,150,1,48,30021
P,15,1,98,30022
P,33,1,161,30023
P,67,1,46,30024
P,107,1,59,30025
P,165,1,147,30026
P,121,1,114,30027
P,91,1,136,30028
P,184,1,5,30029
P,105,1,137,30030
P,123,1,114,30031
P,199,1,129,30032
P,167,1,53,30033
P,186,1,120,30034
P,175,1,143,30035
P,96,1,22,30036
P,194,1,19,30037
P,133,1,61,30038
P,69,1,33,30039
P,189,1,89,30040
P,123,1,97,30041
P,180,1,77,30042
P,137,1,34,30043
P,191,1,151,30044
P,161,1,126,30045
P,184,1,34,30046
P,118,1,85,30047
P,11,1,140,30048
P,238,1,3,30049
P,9,1,117,30050
P,37,1,57,30051
P,128,1,25,30052
P,129,1,80,30053
P,151,1,97,30054
P,80,1,155,30055
P,207,1,49,30056
P,86,1,113,30057
P,103,1,61,30058
P,217,1,34,30059
P,228,1,2,30060
P,206,1,157,30061
P,244,1,7,30062
P,76,1,7,30063
P,118,1,111,30064
P,57,1,158,30065
P,201,1,90,30066
P,76,1,155,30067
P,118,1,151,30068
P,58,1,32,30069
P,233,1,49,30070
P,41,1,90,30071
P,160,1,12,30072
P,100,1,73,30073
P,102,1,104,30074
P,83,1,161,30075
P,243,1,100,30076
P,170,1,62,30077
P,201,1,61,30078
P,224,1,86,30079
P,54,1,127,30080
P,228,1,157,30081
P,172,1,42,30082
P,16,1,160,30083
P,104,1,162,30084
P,82,1,2,30085
P,41,1,84,30086
P,182,1,43,30087
P,88,1,63,30088
P,14,1,103,30089
P,88,1,49,30090
P,218,1,136,30091
P,21,1,45,30092
P,154,1,130,30093
P,217,1,38,30094
P,36,1,46,30095
P,110,1,114,30096
P,100,1,128,30097
P,88,1,143,30098
P,87,1,117,30099
P,126,1,144,30100
P,52,1,117,30101
P,245,1,45,30102
P,226,1,60,30103
P,31,1,127,30104
P,183,1,6,30105
P,227,1,63,30106
P,93,1,5,30107
P,107,1,86,30108
P,9,1,162,30109
P,208,1,105,30110
P,244,1,92,30111
P,75,1,156,30112
P,26,1,35,30113
P,114,1,72,30114
P,12,1,71,30115
P,223,1,22,30116
P,70,1,18,30117
P,1,1,99,30118
P,150,1,26,30119
P,27,1,129,30120
P,206,1,70,30121
P,180,1,152,30122
P,188,1,137,30123
P,37,1,145,30124
P,90,1,124,30125
P,86,1,107,30126
P,68,1,109,30127
P,239,1,16,30128
P,108,1,5,30129
P,163,1,159,30130
P,20,1,67,30131
P,183,1,42,30132
P,239,1,154,30133
P,231,1,90,30134
P,183,1,147,30135
P,116,1,153,30136
P,185,1,98,30137
P,114,1,157,30138
P,228,1,91,30139
P,100,1,148,30140
P,247,1,143,30141
P,16,1,47,30142
P,240,1,143,30143
P,137,1,104,30144
P,197,1,1,30145
P,148,1,85,30146
P,86,1,153,30147
P,45,1,130,30148
P,157,1,5,30149
P,93,1,22,30150
P,48,1,145,30151
P,86,1,124,30152
P,221,1,54,30153
P,192,1,86,30154
P,190,1,76,30155
P,86,1,18,30156
P,78,1,20,30157
P,165,1,94,30158
P,233,1,77,30159
P,62,1,20,30160
P,144,1,151,30161
P,236,1,17,30162
P,189,1,48,30163
P,101,1,47,30164
P,84,1,115,30165
P,227,1,128,30166
P,112,1,76,30167
P,150,1,8,30168
P,226,1,104,30169
P,182,1,157,30170
P,115,1,42,30171
P,65,1,76,30172
P,234,1,31,30173
P,166,1,154,30174
P,164,1,124,30175
P,246,1,16,30176
P,37,1,113,30177
P,41,1,140,30178
P,32,1,30,30179
P,166,1,121,30180
P,166,1,55,30181
P,53,1,48,30182
P,159,1,129,30183
P,243,1,146,30184
P,116,1,101,30185
P,198,1,127,30186
P,10,1,74,30187
P,209,1,44,30188
P,237,1,143,30189
P,98,1,52,30190
P,221,1,16,30191
P,240,1,43,30192
P,97,1,126,30193
P,136,1,138,30194
P,202,1,38,30195
P,73,1,80,30196
P,115,1,129,30197
P,69,1,127,30198
P,31,1,74,30199
P,146,1,43,30200
P,182,1,123,30201
P,161,1,74,30202
P,70,1,151,30203
P,205,1,16,30204
P,32,1,49,30205
P,51,1,111,30206
P,90,1,147,30207
P,188,1,35,30208
P,132,1,66,30209
P,136,1,36,30210
P,148,1,33,30211
P,104,1,6,30212
P,34,1,141,30213
P,189,1,46,30214
P,208,1,119,30215
P,150,1,110,30216
P,22,1,133,30217
P,239,1,5,30218
P,21,1,157,30219
P,90,1,79,30220
P,226,1,36,30221
P,191,1,13,30222
P,2,1,76,30223
P,132,1,78,30224
P,244,1,57,30225
P,207,1,1,30226
P,97,1,62,30227
P,44,1,145,30228
P,24,1,54,30229
P,75,1,134,30230
P,162,1,147,30231
P,43,1,109,30232
P,244,1,97,30233
P,92,1,86,30234
P,90,1,138,30235
P,158,1,155,30236
P,165,1,69,30237
P,178,1,86,30238
P,183,1,12,30239
P,109,1,95,30240
P,33,1,66,30241
P,9,1,37,30242
P,27,1,6,30243
P,185,1,99,30244
P,189,1,158,30245
P,143,1,73,30246
P,123,1,42,30247
P,115,1,126,30248
P,193,1,142,30249
P,137,1,160,30250
P,1,1,138,30251
P,194,1,8,30252
P,204,1,113,30253
P,179,1,13,30254
P,106,1,162,30255
P,160,1,12,30256
P,105,1,56,30257
P,212,1,150,30258
P,166,1,74,30259
P,64,1,115,30260
P,127,1,92,30261
P,55,1,29,30262
P,66,1,12,30263
P,154,1,85,30264
P,223,1,69,30265
P,36,1,70,30266
P,235,1,43,30267
P,239,1,47,30268
P,192,1,132,30269
P,107,1,121,30270
P,252,1,85,30271
P,71,1,75,30272
P,57,1,155,30273
P,226,1,21,30274
P,237,1,150,30275
P,222,1,117,30276
P,192,1,146,30277
P,229,1,7,30278
P,220,1,102,30279
P,199,1,72,30280
P,186,1,6,30281
P,206,1,145,30282
P,12,1,58,30283
P,80,1,34,30284
P,233,1,90,30285
P,127,1,92,30286
P,93,1,150,30287
P,135,1,48,30288
P,245,1,2,30289
P,216,1,141,30290
P,218,1,117,30291
P,196,1,30,30292
P,234,1,122,30293
P,73,1,12,30294
P,57,1,34,30295
P,39,1,11,30296
P,183,1,78,30297
P,57,1,68,30298
P,65,1,69,30299
P,8,1,55,30300
P,176,1,116,30301
P,152,1,93,30302
P,109,1,81,30303
P,138,1,15,30304
P,14,1,48,30305
P,95,1,28,30306
