P,90,1,10,54000
P,152,1,72,54001
P,50,1,10,54002
P,67,1,118,54003
P,193,1,54,54004
P,194,1,76,54005
P,11,1,36,54006
P,46,1,42,54007
P,212,1,102,54008
P,212,1,149,54009
P,53,1,112,54010
P,98,1,50,54011
P,44,1,107,54012
P,38,1,48,54013
P,169,1,6,54014
P,167,1,9,54015
P,189,1,158,54016
P,136,1,91,54017
P,11,1,148,54018
P,136,1,60,54019
P,112,1,76,54020
P,222,1,102,54021
P,21,1,91,54022
P,210,1,55,54023
P,130,1,135,54024
P,136,1,141,54025
P,47,1,44,54026
P,28,1,120,54027
P,31,1,18,54028
P,232,1,98,54029
P,225,1,154,54030
P,54,1,90,54031
P,203,1,27,54032
P,232,1,98,54033
P,95,1,89,54034
P,188,1,76,54035
P,2,1,30,54036
P,119,1,96,54037
P,243,1,99,54038
P,145,1,62,54039
P,139,1,32,54040
P,4,1,123,54041
P,153,1,125,54042
P,85,1,144,54043
P,40,1,88,54044
P,252,1,37,54045
P,103,1,35,54046
P,236,1,126,54047
P,234,1,65,54048
P,101,1,96,54049
P,28,1,37,54050
P,10,1,90,54051
P,219,1,45,54052
P,52,1,63,54053
P,150,1,108,54054
P,144,1,150,54055
P,91,1,81,54056
P,231,1,99,54057
P,95,1,75,54058
P,59,1,47,54059
P,174,1,119,54060
P,12,1,33,54061
P,33,1,20,54062
P,250,1,43,54063
P,132,1,76,54064
P,161,1,92,54065
P,38,1,41,54066
P,145,1,25,54067
P,107,1,84,54068
P,185,1,8,54069
P,222,1,162,54070
P,246,1,79,54071
P,87,1,85,54072
P,227,1,75,54073
P,103,1,102,54074
P,240,1,77,54075
P,32,1,76,54076
P,182,1,90,54077
P,242,1,155,54078
P,135,1,87,54079
P,252,1,24,54080
P,73,1,89,54081
P,100,1,144,54082
P,129,1,131,54083
P,23,1,112,54084
P,180,1,98,54085
P,184,1,146,54086
P,238,1,98,54087
P,230,1,9,54088
P,158,1,55,54089
P,152,1,90,54090
P,164,1,157,54091
P,219,1,86,54092
P,169,1,52,54093
P,203,1,160,54094
P,181,1,22,54095
P,191,1,36,54096
P,1,1,94,54097
P,193,1,68,54098
P,2,1,6,54099
P,67,1,94,54100
P,202,1,14,54101
P,13,1,103,54102
P,160,1,132,54103
P,118,1,141,54104
P,189,1,45,54105
P,219,1,84,54106
P,121,1,51,54107
P,83,1,112,54108
P,141,1,86,54109
P,145,1,82,54110
P,177,1,95,54111
P,53,1,76,54112
P,113,1,111,54113
P,39,1,21,54114
P,54,1,61,54115
P,91,1,156,54116
P,164,1,86,54117
P,188,1,81,54118
P,50,1,103,54119
P,105,1,121,54120
P,234,1,50,54121
P,28,1,130,54122
P,152,1,5,54123
P,229,1,120,54124
P,10,1,34,54125
P,43,1,128,54126
P,162,1,67,54127
P,191,1,110,54128
P,68,1,145,54129
P,120,1,49,54130
P,74,1,57,54131
P,196,1,101,54132
P,233,1,155,54133
P,182,1,125,54134
P,202,1,99,54135
P,42,1,77,54136
P,205,1,74,54137
P,60,1,111,54138
P,44,1,107,54139
P,4,1,74,54140
P,193,1,65,54141
P,127,1,19,54142
P,175,1,27,54143
